Propriétaire du contact,Commercial,Représentant légale,Nom commercial,Numéro de téléphone,Adresse e-mail,ADRESSE,SECTEUR,METIER/Description,SIRET,IDCC,Note à moi même,Conclusion
sinaman.commercial@disciplina.re,,Mr Ravatte MOHAMAD,SOCIETE DISTRIBUTION MATERIEL DIDACTIQUE ET SCIENTIFIQUE,0692 67 73 64,,15 Allee Bonnier,97400 SAINT-DENIS,Commerce de gros,75233561200020,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Ahmad MOOTARA,DRISTRIELEC O.I,,,29 rue des Sables,97400 SAINT-DENIS,Commerce de détail,50270052900014,,,
sinaman.commercial@disciplina.re,Amanda,Mr Gery GANACHAUD,L'ATELIER DU PAIN - C.V.D CONSORTIUM DE VENTE ET DE DISTRIBUTION,,,41 rue du Bois de Nèfles,97400 SAINT-DENIS,Industries alimentaires,81124250200011,,,
sinaman.commercial@disciplina.re,Amanda,Mr Mamode MOULLAN,SOS INCENDIE,0262 20 23 59,,12 rue du Butor,97400 SAINT-DENIS,Commerce de gros,39261927600026,,,
sinaman.commercial@disciplina.re,Amanda,Mr Roger LAUP,SAMOUSSAS KREOL,,,15 rue du Butor,97400 SAINT-DENIS,Industries alimentaires,80890738000014,,,
sinaman.commercial@disciplina.re,Amanda,Mme Beatrice ACCOT,SOTEIX,,,26 rue du Chateau Morange,97400 SAINT-DENIS,Commerce de gros,44278963200019,,,
sinaman.commercial@disciplina.re,Amanda,Mme Marie RANGANAYAGUY,SNACK LE DODU,,,"Angle des rues Juliette Dodu et, 73 rue du Général de Gaulle",97400 SAINT-DENIS,Restauration,52048348800018,,,
sinaman.commercial@disciplina.re,Amanda,Mr Michel CAZAL,SPOT,,,18 rue du Général de Gaulle,97400 SAINT-DENIS,Commerce de gros,79088043900019,,,
sinaman.commercial@disciplina.re,,Mr Nicolas PONIN BALLOM,SARL PBNC - PIZZA DU JARDIN,0692 25 70 80,,"Local 8, 67 rue du Général de Gaulle",97400 SAINT-DENIS,Activités immobilières,49791555300018,,"Souci avec la banque, ne prend pas",
sinaman.commercial@disciplina.re,,Mr Jean-Pierre TANG HUNE HONG,PIZZA DU JARDIN,0692 72 85 46,,"Local 8, 67 rue du Général de Gaulle",97400 SAINT-DENIS,Restauration,52245430500015,,Pas de besoin pour le moment,Mail transmit le 02/10/2024
sinaman.commercial@disciplina.re,Amanda,Mme Marie RAGUENEZ,ISMENE FLEURS,,,"Angle rues St Bernard et G, 101 rue du Général du Gaulle",97400 SAINT-DENIS,Commerce de détail,48282331700011,,,
sinaman.commercial@disciplina.re,Amanda,Mme Sylvie DINE,PHARMACIE VI-FANE,,,118 rue du Général de Gaulle,97400 SAINT-DENIS,Commerce de détail,79314604400011,,,
sinaman.commercial@disciplina.re,Amanda,Mr Noor MOUSSA,AUTONOR,,,122 rue du Général de Gaulle,97400 SAINT-DENIS,Vente accessoires et équipements automobile au détail,53428974900028,,,
sinaman.commercial@disciplina.re,Amanda,,,,,6 CHEMIN GOYAVES,97470 SAINT-BENOIT,Commerce de détail d'articles de sport en magasin spécialisé,38286930300307,,,
sinaman.commercial@disciplina.re,Amanda,,,,,"CENTRE COMMERCIAL DUPARC, 32 RUE MICHEL ANGE",97438 SAINTE-MARIE,Commerce de détail d'articles de sport en magasin spécialisé,38286930300190,,,
sinaman.commercial@disciplina.re,Amanda,Mr Firoza-Cassim DAYA,IMPERIAL TRADE DISTRIBUTION,,,69 RUE DU MARECHAL LECLERC,97400 SAINT-DENIS,Commerce de gros,80862877000022,,,
sinaman.commercial@disciplina.re,Amanda,Mme Leila MOUNICHY,MOUNICHY LEILA,,,"CO DIA, RUE DU MARECHAL LECLERC",97400 SAINT-DENIS,Restauration,50821345100018,,,
sinaman.commercial@disciplina.re,Amanda,Mme Lisianne DOKI-THONON,LA SALADIERE,,,"BELLEPIERRE, 18 B ALLEE DES CORINDONS",97400 SAINT-DENIS,Restauration,32936032500065,,,
sinaman.commercial@disciplina.re,,Mr Guillaume TURPIN,LA BOUTIQUE DU TRANSPORTEUR,0262 77 97 08,"direction@dcvreunion.re
direction@lbtreunion.re","LOCAL 1B IMMEUBLE CAP 2000 ZAE 2000, 6 RUE THEODORE DROUHET",97420 LE PORT,Commerce de détail,81267231900025,,A voir,"Mail transmis le 15/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,Amanda,Mr Hary GRONDIN,EURL HGI,,,"LE BARACHOIS - APT 43, 11 RUE DU MAT DU PAVILLON",97400 SAINT-DENIS,Vente en ligne,80249281900023,,,
sinaman.commercial@disciplina.re,Amanda,Mme Mounira SULLIMAN-IBRAHIM,MOON DIFFUSEUR,0262 41 58 30,,6 RUE DU MOULIN A VENT,97400 SAINT-DENIS,Vente à domicile,84095217000016,,,
sinaman.commercial@disciplina.re,,Mr Gilbert FOCK SUI TOO,TECH3 INFORMATIQUE,0262 21 38 13,,10 RUE DU MOULIN A VENT,97400 SAINT-DENIS,Commerce de détail,42827974900017,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Fawzia SIDDAT,GOURMANDISES BY FAWZIA,,,"PORTE 5, 45 RUE SAINTE MARIE",97400 SAINT-DENIS,Activité immobilières/ Pâtisserie,81807439500034,,,
sinaman.commercial@disciplina.re,,Mr Sebastien DELARICHAUDY,SDS PLUS,0692 81 27 29,direction@sdfixation.re,"PETIT BAZAR, 1909 AVENUE ILE DE FRANCE",97440 SAINT-ANDRE,Travaux de construction spécialisés,49303337700026,,A voir,"Mail transmis le 07/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,Mme Caroline COUDERC,SARL DESTINATION TERROIRS,0262 30 01 34,,1 B rue du Pont,97400 SAINT-DENIS,Commerce de détail,53028669900026,,Fermé,
sinaman.commercial@disciplina.re,,Mr Jean-Brice GRONDIN,LE KALOUPILE,0692 11 67 67,,1 rue du Pont,97400 SAINT-DENIS,Restauration,50221345700026,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mme Christine INGRASSIA,LES PATISSIERES,0693 90 19 94,,10 rue du Pont,97400 SAINT-DENIS,Pâtisserie,75381988700013,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mr Jean CLAUDE,ESPACE ORTHO REUNION ORTHOPEDIE MODERNE,0262 58 59 20,espace-ortho@wanadoo.fr,237 Avenue de La république,97440 SAINT-ANDRE,Autres industries manufacturières,42374259200011,,A voir,"Mail transmis le 07/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,Mme Marie-France SAMOURGOMPOULLE,LES VILLAS SPJ,0262 29 30 04,contact@lesvillasspj.re,"LOCAL 29 E, 31 Avenue Eudoxie Nonge",97490 SAINT-DENIS,Travaux de construction spécialisés,53076063600015,,"A voir avec la direction, reçu au téléphone Mme BOYER","Mail transmis le 07/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,Mr Issak MOHAMMAD,SAS BADAT & CO,0262 47 13 77,badat&co@gmail.com,111 rue Jan Chatel,97400 SAINT-DENIS,Commerce de détail,79435089200020,,Pas intéressé pour le moment,Mail transmis le 23/09/2024
sinaman.commercial@disciplina.re,Amanda,Mr Mamod FIDAHOUSSEN,9 SET 4,,,"Bat 2 apt 122 Europa II, 22 rue Henri Vavasseur",97400 SAINT-DENIS,Commerce de gros,50408948300029,,,
sinaman.commercial@disciplina.re,,Mr Charif DINDAR,ELECTROMENAGER.RE,0262 66 85 58,electromenager.re@gmail.com,"42-44 Angle General de Gaulle, 42 rue Voltaire",97400 SAINT-DENIS,Commerce de détail,78960463400053,,"A rappeler ultérieurement, personne chargé de recrutement absent",Mail transmis le 30/09/2024
sinaman.commercial@disciplina.re,,Mr Sébastien BOYER,L’ELECTRICIEN,"0262 98 51 62
0692 77 77 51",secretariat@lelectricien.re,112 Chemin des Maraichers,97490 SAINT-DENIS,Travaux de construction spécialisés,95073305500012,,"A voir, recherche une AD et un Commerciale à temps partiel","Mail transmis le 08/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,Amanda,Mr Jean-Pierre MICHEL,JALSA TV - JP INFORMATIQUE,0262 46 20 55,,133 RUELLE PRETO,97440 SAINT-ANDRE,Vente de matériel informatique,44042625200027,,,
sinaman.commercial@disciplina.re,,Mr Jean-Claude AVENET,AVENCOT - RUN MAKE UP ACADEMY,0262 53 34 50,"contact@runmakeupacademy.com
avencot@gmail.com",347 RUE CHOLET,97440 SAINT-ANDRE,Enseignement,79825621000013,,N'a pas de besoin pour le moment,Mail transmis le 09/10/2024
sinaman.commercial@disciplina.re,,Mme Marie POINY TOPLAN,EPICERIE DU COIN,0262 46 07 99,,"CHEMIN DU CENTRE PETIT BAZAR, 96 IMPASSE VIRAPATRIN",97440 SAINT-ANDRE,Epicerie,80982315600017,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Marie PERMALE,PERMALE CONSTRUCTION,0262 46 29 01,,"CITE ARTISANALE, 15 AVENUE DE LA REPUBLIQUE",97440 SAINT-ANDRE,Activité immobilières,42008476600013,,,
sinaman.commercial@disciplina.re,Amanda,Mr Zoheir ABDOULRASSOUL,MICHELLE BOUTIQUE,0262 58 31 62,,225 B AVENUE ILE DE FRANCE,97440 SAINT-ANDRE,Commerce de détail,43524018900017,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean THIAW-PANE,SUPERMARCHÉ THIAW-PANE,0262 46 54 19,,1532 AVENUE ILE DE FRANCE,97440 SAINT-ANDRE,"Alimentation générale, jeux de Hazard",37988301000017,,,
sinaman.commercial@disciplina.re,,Mr Philippe MICHELAS,LBV - LA BOURBONNAISE DES VINS EURL,0262 46 89 66,direction@lbv.re,392 RUE ANDROPOLIS,97440 SAINT-ANDRE,"Import, export de produit alimentaires, de biens",40418115800043,,A voir avec Mr MICHELAS,"Mail transmis le 10/10/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,Mr Oliver LEVY,SAP SOC ARTISANALE DE PRODUCTION - ADOPT’ Ste Clotilde,0262 50 36 01,"rn1.steclotilde@groupe-l2d.com
recrutement@adopt.fr",75 rue du Karting,97490 SAINTE-CLOTILDE,"Bijouterie, Parfumerie, Cosmétiques",83415977400027,,"A reçu Mme HASSANALY , prochain session de recrutement en novembre",Mail transmis le 16/10/2024
sinaman.commercial@disciplina.re,,Mr Jin JIANWEI,LOTUS,0262 23 34 19,sarl.lotus974@gmail.com,76 Avenue de La République,97440 SAINT-ANDRE,Commerce de détail,79280485800019,,"Reçu Mr DIDAT , à voir",Mail transmis 23/10/2024
sinaman.commercial@disciplina.re,,Mr Jin JIANWEI,BONJOUR,0692 65 59 85,,76 AVENUE DE LA REPUBLIQUE,97440 SAINT-ANDRE,Importation et commercialisation de gros ou détail,51398921000010,,A voir avec ses Enterprise du nord/est car besoin sur Tampon,
sinaman.commercial@disciplina.re,Amanda,Mr Alain CHANE SOUNE TIME,C ELEC,0692 24 60 60,,18 B RUE DU CHATEAU MORANGE,97400 SAINT-DENIS,Fabrication d’équipements électriques,52505773300012,,,
sinaman.commercial@disciplina.re,,Mr Philippe VENCHARD,SORECO - SOCIETE REUNIONNAISE DE CONCASSAGE,0692 77 82 77,,1039 CHEMIN FANTAISIE,97440 SAINT-ANDRE,Autres industries manufacturières,50534902700019,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Joffrey FIN,E-CC OI - E-CASE CONSTRUCTION OCEAN INDIEN,0692 58 19 05,,1046 CHEMIN FANTAISIE,97440 SAINT-ANDRE,Construction et réhabilitation de tous travaux de bâtiment,51747490400029,,,
sinaman.commercial@disciplina.re,,Mr Paul GAILLARD,GAILLARD ELEC,0692 40 59 46,,1050 CHEMIN FANTAISIE,97440 SAINT-ANDRE,"Installation électrique, domotique, alarme, vidéo",79810998900037,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Groupe RVE,R.V.E REUNION VALORISATION ENVIRONNEMENT,0692 07 01 05,,"CHEMIN GRAND CANAL, 5 ZONE ARTISANALE GRAND CANAL",97440 SAINT-ANDRE,Collecte et valorisation des déchets des équipements électriques et électroniques,48962788500010,,,
sinaman.commercial@disciplina.re,Amanda,Mme Jocelyn VELACOUTY CATAN,VELA,0692 09 12 22,,"ANG AV ILE DE FRANCE, 385 ALLEE DES COCOS",97440 SAINT-ANDRE,Commerce de détail,38050357300038,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean RAMASSAMY,PETROLAC SARL,0262 46 68 29,,707 RUE LAGOURGUE,97440 SAINT-ANDRE,Commerce de détail,51042004500013,,,
sinaman.commercial@disciplina.re,,Mr Jean Yves TAYLLAMIN,JTL AUTOMATISME,0692 14 49 18,,220 RUE LEON DIERX,97440 SAINT-ANDRE,Achat et revente d’automatismes et SAV,81780180600016,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Georges CLAIN,LE BON GOUT,,,6 ROUTE DE LA RIVIERE DES PLUIES,97490 SAINT-DENIS,Restauration,43476248000011,,,
sinaman.commercial@disciplina.re,Amanda,Mr Fabrice VIRGINIUS,VECYS,0262 31 57 19,,"CAMBUSTON, 182 RUE DES SAPHIRS",97440 SAINT-ANDRE,Commerce de matériels,53171510000016,,,
sinaman.commercial@disciplina.re,Amanda,Mr Serge PRUD’HOMME,PRUD’HOMME SERGE - S.P.I.D. - SERGE PRUD’HOMME IMPORT DISTRIBUTION,0692 92 16 36,,410 RUE DESCHANETS,97440 SAINT-ANDRE,Commerce de gros,50962767500028,,,
sinaman.commercial@disciplina.re,Amanda,Mr Passoramen COOLEN,PHARMACIE SHRI SHAKTI PHARMACIE SHAKTI PHARMACIE COOLEN - PHARMACIE SHRI SHAKTI PHARMACIE SHAKTI,0692 02 46 34,,"LOCAL 1, 1019 CHEMIN DU CENTRE",97440 SAINT-ANDRE,Pharmacie,43904437100029,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean PAUSE,LE BAZAR ET PLANTES DE RIO,,,79 RUE ELOI CALICHARANE,97440 SAINT-ANDRE,"Vente de plantes, fruits et légumes",52348070500012,,,
sinaman.commercial@disciplina.re,,Mr Illyas DAMOUN,PHARMACIE DE BRAS FUSIL,0262 50 42 39,gpsb@grandepharmaciesaintbenoit.com,37 Avenue Jean Monet,97437 SAINT-BENOIT,Pharmaceutique,884 152 018 00013,,A voir avec le responsable Mr DAMOUN,Mail transmis le 12/11/2024
sinaman.commercial@disciplina.re,,Mr Fred SIAM TSIEU,SCI S.T.,0262 50 14 33,siam-tsieu@wanadoo.fr,2 AVENUE JEAN JAURES,97470 SAINT-BENOIT,Fonds de commerce de libre service,34866957300019,,Pas intéresser,Mail transmis le 12/11/2024
sinaman.commercial@disciplina.re,,Mr Souquantee RUHOMAH,SARASWATEE - MAGASIN LE SHAKTI,0262 28 85 94,saraswatee9@orange.fr,"1 C, 1 AVENUE JEAN JAURES",97470 SAINT-BENOIT,La vente au détail de divers vêtements,51076081200014,,"Pourrait être interesser pour plus tard,
Recherche vendeuse Malbaraise de moins de 25 ans","Mail transmis le 12/11/2024
Relance effectué le 10/09/2025
AB ok le 02/10/2025"
sinaman.commercial@disciplina.re,Amanda,SHMD,BENEDICTINE DE RESTAURATION,0262 92 96 40,,45 RUE MARCHESSEAUX,97438 SAINTE-MARIE,Restauration,42817377700031,,,
sinaman.commercial@disciplina.re,,Mr Pierre LEBEAU,LE CRATERE IMPORT EXPORT,0692 88 13 44,dirsud@ridis-reunion.com,127 CHEMIN BRAS CANOT,97470 SAINT-BENOIT,Culture de la canne à sucre,44461756700029,,Pas intéresser,Mail transmis le 12/11/2024
sinaman.commercial@disciplina.re,,SORESUM,SODHYNOR SOCIETE D’HYPERMARCHES DU NORD - HYPER CHAMPION - E.LECLERC,0262 21 99 25,elevergne@e-leclerc.re,"LE BUTOR, 2 AVENUE MARECHAL DE LATTRE DE TASSIGNY",97490 SAINT-DENIS,Grande distribution,38192815900015,,"Rappeler à 14h et demandé Madame LEVERGNE, travail déjà avec 2 centres , fermé aux autres",Mail transmise 13/11/2024
sinaman.commercial@disciplina.re,Amanda,Mr Cyril LARTIN,FRIED CHICKEN RUN EXPLOITATION,,recrutement@kfc.re,"ZAC 2000, 1 B AV THEODORE DROUHET",97420 LE PORT,Restauration,87879966700018,,,Mail transmis le 12/11/2024
sinaman.commercial@disciplina.re,,Mr Fabrice LEPINAY,GAZ NORD SERVICES,"0692 77 92 11
0262 88 52 52",Gaz nord.services@gmail.com,"ZAC FOUCHEROLLES, 24 RUE DE LA GUADELOUPE",97400 SAINT-DENIS,Commerce de détail,52311222500017,,"Pas de besoin pour le moment, reste ouvert pour tout éventualité",Mail transmis le 20/11/2024
sinaman.commercial@disciplina.re,,,,0262 50 01 92,reception.sd@dinamorgabine.com,"1 RUE ISSOP RAVATE, ",97400 SAINT-DENIS,Hotellerie,,,"N’est pas fermé à l’idée d’un apprenti , Relance effectué le 14/08/2024","Mail transmis le 20/06/2024, attente de réponse
Relance effectué le 05/08/2025"
sinaman.commercial@disciplina.re,,Mr Jean-Michaël BOYER,PIERRE LOTI,0692 29 71 56,vatican.eurl@gmail.com,"LA RESSOURCE, 12 CHEMIN BOIS DE CHAPELET",97438 SAINTE-MARIE,Travaux de maçonnerie générale,80416343400025,,Pas de besoin pour le moment,Mail transmis le 20/11/2024
sinaman.commercial@disciplina.re,,Mr Georges Marie PADEVOUTANT,BATICAZ,0692 73 20 22,gmbtpvrd@gmail.com,"BEAUMONT, 5 CHEMIN CONTEUR",97438 SAINTE-MARIE,Travaux de terrassement courants et travaux préparatoires,50971822700028,,Pas de besoin pour le moment,Mail transmis le 20/11/2024
sinaman.commercial@disciplina.re,,Mr Georges YONG WAI MAN,GMBTP,0262 29 89 89,bourbondelices@gmail.com,89 RUE DES DEUX CANONS,97490 SAINT-DENIS,Commerce de détail,80745290900011,,"Rappeler le 21/11/2024 dans aux alentours de 9h30 /10h, reçu au téléphone Mme BRINNANT, équipe au complet pas fermé pour plus tard","Mail transmis le 08/10/2024
Relance effectué le 21/11/2024"
sinaman.commercial@disciplina.re,Amanda,Mr Anthony POINTECOUTEAU,SODY - BOURBON DELICES,0692 63 09 85,ap_cuisine@yahoo.fr,106 RUE DES DEUX CANONS,97490 SAINT-DENIS,Commerce de détail,41506861800065,,,
sinaman.commercial@disciplina.re,Amanda,Mme Valerie CHOW-PING-MO,POINTECOUTEAU ANTHONY - AP CUISINE,02 62 41 10 57,,"BAT A   10EME ETAGE, 62 BOULEVARD DU CHAUDRON",97490 SAINT-DENIS,Commerce de gros,52258383000024,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean CLAIR,SICR SERVICES DE L'IMPORTATION ET DU COMMERCE DE LA REUNION,,,8 B RUE DES DEUX CANONS,97490 SAINT-DENIS,Commerce de gros,53164366600039,,,
sinaman.commercial@disciplina.re,,Mr Shahyane GOULAMHOUSSEN,SOPREN,0692 19 70 12,,"SAINTE CLOTILDE, 13 RUE LACROIX",97490 SAINT-DENIS,Location de véhicules,39003202700018,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Salomee ROY,AUTO 974 - RED LOC,0692 64 95 18,,"APPT 37 HLM LACROIX, 33 RUE DES GOYAVES",97400 SAINT-DENIS,Autres commerces de détail,81083605600046,,,
sinaman.commercial@disciplina.re,Amanda,Mr Tracy MITRA,ARTISALOME - ROY SALOMEE,,,185 CHEMIN DUFOURG LES HAUTS,97490 SAINT-DENIS,Confection d’articles pour bébés,43169948700010,,,
sinaman.commercial@disciplina.re,Amanda,Mr Cyrille VASTEL,PANDAMOUR - LE COFFRET DES TOUT PETITS,,,"NO 38, 23 RUE DES JACINTHES",97490 SAINT-DENIS,Commerce de gros,80928498700041,,,
sinaman.commercial@disciplina.re,Amanda,Mr Johan MINATCHY,RM DISTRIBUTION,,,"COMMUNE PRIMAT, 2 RUE DES LAVANDIERES",97490 SAINT-DENIS,Commerce d’alimentation général,81967403700018,,,
sinaman.commercial@disciplina.re,,Mr Pierrick POTHIN,EPICERIE DOUDOU,0692 45 26 50,,"KOUR PRIMAT, 3 RUE DES RAVENALAS",97490 SAINT-DENIS,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",80197220900010,,Entreprise fermé,
sinaman.commercial@disciplina.re,Amanda,Mr Hosman BADAT,SARL PRIMA DELICE.COM,0262 21 54 19,,10 RUE DES VAVANGUES,97490 SAINT-DENIS,Commerce de gros,80019846700014,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean Anamoutou COUPOUSSAMY,GENERALL AUTOS,0262 48 50 59,,"ZAC FINETTE, 18 RUE DES VAVANGUES",97490 SAINT-DENIS,Charcuterie,31822654500040,,,
sinaman.commercial@disciplina.re,,EOI HOLDING,CHARCUTERIE COUPOUSSAMY J.M,0262 21 30 73,commercial2.eoi@echel-européenne.com,23 RUE DES VAVANGUES,97490 SAINT-DENIS,"Commerce de détail de quincaillerie, peintures et verres en surfaces",38316398700027,,Ne prend pas,Mail transmis le 21/11/2024
sinaman.commercial@disciplina.re,Amanda,Mr Herve CALTEAU,ECHELLE O I ECHELLE OCEAN INDIEN,0262 29 38 20,,"ZAC FINETTE 2, 29 RUE DES VAVANGUES",97490 SAINT-DENIS,Commerce et réparation de motocycles,51396188800015,,,
sinaman.commercial@disciplina.re,,FHC,SOC MOTO SERVICE - MOTO SERVICE - STE MOTO SERVICE,0262 29 81 82,,33 RUE DES VAVANGUES,97490 SAINT-DENIS,Commerce de gros,33401135000017,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mr Grégory DORWLING CARTER,PLV REUNION,0262 21 42 47,gcarter@groupecbl.com,"Z.A FINETTE, 35 RUE DES VAVANGUES",97490 SAINT-DENIS,Réparation de machines et équipements mécaniques,32721910100026,,Ne prend pas,Mail transmis le 21/11/2024
sinaman.commercial@disciplina.re,,"Mr Gregory DE REYNAL DE SAINT
MICHEL",CBL REPRO,0262 29 62 00,contact@burostock.com,"ZAC DU MOUFIA, 4 RUE DU BEARN",97490 SAINT-DENIS,Commerce de gros,32122784500062,,Ne prend pas,Mail transmis le 21/11/2024
sinaman.commercial@disciplina.re,,Mr Stephane HAYOT,SELECT REUNION - BUROSTOCK,0262 29 09 09,,75 RUE DU KARTING,97490 SAINT-DENIS,Hypermarchés,33933417900027,,Relancer en janvier,Mail transmis le 21/11/2024
sinaman.commercial@disciplina.re,,Mme Victorine TAILOU,HYPER SOREDECO - CARREFOUR,0262 55 52 20,samoussas.tailou@gmail.com,5 RUE MARCEL GOULETTE,97438 SAINTE-MARIE,Autres commerces de détail,40878905500022,,N'a plus pris depuis des années,Mail transmis le 21/11/2024
sinaman.commercial@disciplina.re,,Mr Benoit CARTIER-BRESSON,ALTA,0262 48 80 77,,AEROPORT ROLAND GARROS,97438 SAINTE-MARIE,Autres commerces de détail,43194720900067,,Entreprise fermé,
sinaman.commercial@disciplina.re,Amanda,Mr Ibrahim MOHAMMED,SVRLS@LA REUNION,0262 29 00 29,contact@meublesatlas.re,"13 RUE JEAN BAPTISTE PONAMA, ",97490 SAINT-DENIS,Commerce de détail de meubles,53821014700020,,,"Mail transmis le 13/09/2024
Relance effectuer le 13/08/2025"
sinaman.commercial@disciplina.re,Amanda,Mr Gerard CLEMENT,SARL YOUFA,0262 28 26 22,,GILOT,97438 SAINTE-MARIE,Autres commerces de détail,41539630800017,,,
sinaman.commercial@disciplina.re,Amanda,Mr Christophe ENGUEHARD,J.R.M CARRIER,0262 53 56 58,,GILOT,97438 SAINTE-MARIE,Commerce de détail de produits surgelés,34407311900010,,,
sinaman.commercial@disciplina.re,,SHMD,HOME SERVICE - GEL CENTER,0262 43 09 54,,45 RUE MARCHESSEAUX,97438 SAINTE-MARIE,Restauration type rapide,31521398300028,,"Coordonnées transmis à la RH, en attente",
sinaman.commercial@disciplina.re,,Mr Zoeb GOULAMHOUSSEN,RESTAURATION RAPIDE DUPARC,0692 69 15 88,,"RAVINE DES CHEVRES, 14 IMPASSE CORBEILLE D’OR",97438 SAINTE-MARIE,Boulangerie / Pâtisserie,42354465900034,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Akbaraly GOULAMALY DANDJEE,LA MAISON DU PAIN,0262 53 84 30,,"SAINTE CLOTILDE, 5 RUE LOUIS JESSU DIT TI TING",97490 SAINT-DENIS,Commerce de gros,50757375600016,,,
sinaman.commercial@disciplina.re,,BAMY AUTOMOBILES,DISTRI 974,0262 92 00 00,iliana.serenne@gbh.fr,17 BOULEVARD DU CHAUDRON,97490 SAINT-DENIS,Commerce d’autres véhicules automobiles,49937083100038,,Reçu au téléphone service comptabilité. Rh absente envoyé mail,Mail transmis le 2/12/2024
sinaman.commercial@disciplina.re,,Mr Jean-Louis DUPUIS,COTRANS-AUTOMOBILES,0262 30 10 81,s.chan@sodirel.re,"ZI CHAUDRON, 14 RUE JULES HERMANN",97400 SAINT DENIS,Commerce de gros,44428582900016,,Responsable absente,Mail transmis le 5/12/2024
